where are you most productive?, concept_completion
where are you most productive?, concept_completion
where are you most productive?, concept_completion
where are you most productive?, feature_specification
do you believe world peace will ever exist?, verification
do you believe world peace will ever exist?, verification
do you believe world peace will ever exist?, judgemental
do you believe world peace will ever exist?, judgemental
do you believe world peace will ever exist?, judgemental
do you have any allergies?, example
do you have any allergies?, feature_specification
do you have any allergies?, feature_specification
do you have any allergies?, quantification
do you have any allergies?, quantification
when was the last time you cussed at someone?, concept_completion
when was the last time you cussed at someone?, concept_completion
when was the last time you cussed at someone?, concept_completion
when was the last time you cussed at someone?, concept_completion
when was the last time you cussed at someone?, concept_completion
what was the last promise you made?, concept_completion
what was the last promise you made?, concept_completion
what was the last promise you made?, concept_completion
what was the last promise you made?, concept_completion
what was the last promise you made?, example
what was your last dream about?, concept_completion
what was your last dream about?, concept_completion
what was your last dream about?, interpretation
what was your last dream about?, interpretation
what was your last dream about?, interpretation
"if you won a trip to hawaii and you could take 5 people with you who would those 5 people be?", disjunctive
"if you won a trip to hawaii and you could take 5 people with you who would those 5 people be?", feature_specification
"if you won a trip to hawaii and you could take 5 people with you who would those 5 people be?", feature_specification
"if you won a trip to hawaii and you could take 5 people with you who would those 5 people be?", feature_specification
"if you won a trip to hawaii and you could take 5 people with you who would those 5 people be?", comparison
how many countries have you visited?, quantification
how many countries have you visited?, quantification
how many countries have you visited?, quantification
how many countries have you visited?, quantification
how many countries have you visited?, quantification
when was the last time somebody complimented you?, concept_completion
when was the last time somebody complimented you?, concept_completion
when was the last time somebody complimented you?, concept_completion
when was the last time somebody complimented you?, concept_completion
when was the last time somebody complimented you?, example
"if you switched bodies with someone how would you recognize yourself?", feature_specification
"if you switched bodies with someone how would you recognize yourself?", comparison
"if you switched bodies with someone how would you recognize yourself?", comparison
"if you switched bodies with someone how would you recognize yourself?", enablement
"if you switched bodies with someone how would you recognize yourself?", judgemental
do you consider yourself mature?, verification
do you consider yourself mature?, verification
do you consider yourself mature?, judgemental
do you consider yourself mature?, judgemental
do you consider yourself mature?, judgemental
how many days in your life do you think you have wasted on tumblr?, quantification
how many days in your life do you think you have wasted on tumblr?, quantification
how many days in your life do you think you have wasted on tumblr?, quantification
how many days in your life do you think you have wasted on tumblr?, quantification
how many days in your life do you think you have wasted on tumblr?, judgemental
