have you experienced sexual harassment?,,,,,,,,,,,,,,,,
do leaders have moral obligations?,,,,,,,,,,,,,,,,
would you want to be home-schooled?,,,,,,,,,,,,,,,,
do presidential candidates need to be good debaters?,,,,,,,,,,,,,,,,
do you shop at locally owned businesses?,,,,,,,,,,,,,,,,
are you a brand?,,,,,,,,,,,,,,,,
do you sympathize with the occupy wall street movement?,,,,,,,,,,,,,,,,
"what do you read, and how do you read it?",,,,,,,,,,,,,,,,
should people be allowed to obscure their identities online?,,,,,,,,,,,,,,,,
which is more important: talent or hard work?,,,,,,,,,,,,,,,,
do your parents support your learning?,,,,,,,,,,,,,,,,
what are you grateful for?,,,,,,,,,,,,,,,,
what time should black friday sales start?,,,,,,,,,,,,,,,,
what are you good at?,,,,,,,,,,,,,,,,
do photoshopped images make you feel bad about your own looks?,,,,,,,,,,,,,,,,
when in your life have you been a leader?,,,,,,,,,,,,,,,,
what would you put in your emergency ‘go-bag’?,,,,,,,,,,,,,,,,
what artists or bands of today are destined for the rock and roll hall of fame?,,,,,,,,,,,,,,,,
which republican candidate will win the presidential nomination?,,,,,,,,,,,,,,,,
what’s next for computing?,,,,,,,,,,,,,,,,
what new emoticons does the world need?,,,,,,,,,,,,,,,,
should the morning-after pill be sold over the counter to people under 17?,,,,,,,,,,,,,,,,
are we losing the art of listening?,,,,,,,,,,,,,,,,
do you discuss religion with friends?,,,,,,,,,,,,,,,,
"what places in your past do you appreciate more now, from a distance?",,,,,,,,,,,,,,,,
would you consider deleting your facebook account?,,,,,,,,,,,,,,,,
is it wrong to sell store-bought pastries at a bake sale?,,,,,,,,,,,,,,,,
what will you remember most from 2011?,,,,,,,,,,,,,,,,
have you ever interacted with the police?,,,,,,,,,,,,,,,,
can you be good without god?,,,,,,,,,,,,,,,,
what’s your favorite holiday food memory?,,,,,,,,,,,,,,,,
how are you spending the holiday break?,,,,,,,,,,,,,,,,
do you make new year’s resolutions?,,,,,,,,,,,,,,,,
do you have a signature clothing item?,,,,,,,,,,,,,,,,
do your teachers use technology well?,,,,,,,,,,,,,,,,
what would your personal mascot be?,,,,,,,,,,,,,,,,
what is your favorite place?,,,,,,,,,,,,,,,,
what if your parent ran for president?,,,,,,,,,,,,,,,,
what game would you like to redesign?,,,,,,,,,,,,,,,,
what’s your favorite (printable) slang term?,,,,,,,,,,,,,,,,
should charities focus more on america?,,,,,,,,,,,,,,,,
what is the right amount of group work in school?,,,,,,,,,,,,,,,,
"given unlimited resources, what scientific or medical problem would you investigate?",,,,,,,,,,,,,,,,
who would you share your passwords with?,,,,,,,,,,,,,,,,
do you think you’re brave?,,,,,,,,,,,,,,,,
what is your most memorable writing assignment?,,,,,,,,,,,,,,,,
what would you like to learn on your own?,,,,,,,,,,,,,,,,
what’s your response to obama’s third state of the union address?,,,,,,,,,,,,,,,,
what are the best movies you saw in 2011?,,,,,,,,,,,,,,,,
should the dropout age be raised?,,,,,,,,,,,,,,,,
how should you handle the end of a friendship?,,,,,,,,,,,,,,,,
do you have a blog?,,,,,,,,,,,,,,,,
do you watch the super bowl?,,,,,,,,,,,,,,,,
do you cook?,,,,,,,,,,,,,,,,
do college rankings matter?,,,,,,,,,,,,,,,,
do you like being alone?,,,,,,,,,,,,,,,,
what story does your personal data tell?,,,,,,,,,,,,,,,,
how would you make over your mall?,,,,,,,,,,,,,,,,
how do male and female roles differ in your family?,,,,,,,,,,,,,,,,
should home-schoolers be allowed to play public school sports?,,,,,,,,,,,,,,,,
do you eat too quickly?,,,,,,,,,,,,,,,,
who inspires you?,,,,,,,,,,,,,,,,
are you a novelty-seeker?,,,,,,,,,,,,,,,,
would you rather attend a public or a private high school?,,,,,,,,,,,,,,,,
how much information is ‘too much information’?,,,,,,,,,,,,,,,,
should companies collect information about you?,,,,,,,,,,,,,,,,
what do you eat during the school day?,,,,,,,,,,,,,,,,
what are your favorite young adult novels?,,,,,,,,,,,,,,,,
what kind of feedback helps you improve?,,,,,,,,,,,,,,,,
what are your family stories of sacrifice?,,,,,,,,,,,,,,,,
what’s the racial makeup of your school?,,,,,,,,,,,,,,,,
"fluent in vocal fry, creaky voice or uptalk?",,,,,,,,,,,,,,,,
what would you name your neighborhood?,,,,,,,,,,,,,,,,
can kindness become cool?,,,,,,,,,,,,,,,,
what is your reaction to the rush limbaugh controversy?,,,,,,,,,,,,,,,,
what have you done to earn money?,,,,,,,,,,,,,,,,
what questions do you have about how the world works?,,,,,,,,,,,,,,,,
what are your favorite junk foods?,,,,,,,,,,,,,,,,
how well do you think standardized tests measure your abilities?,,,,,,,,,,,,,,,,
how important is it to have a driver’s license?,,,,,,,,,,,,,,,,
do social media campaigns like kony 2012 stunt or stimulate real change?,,,,,,,,,,,,,,,,
how do you feel about zoos?,,,,,,,,,,,,,,,,
would you quit if your values did not match your employers?,,,,,,,,,,,,,,,,
should the r rating for ‘bully’ be changed?,,,,,,,,,,,,,,,,
are antismoking ads effective?,,,,,,,,,,,,,,,,
where is the line between truth and fiction?,,,,,,,,,,,,,,,,
how productive and organized are you?,,,,,,,,,,,,,,,,
what’s the coolest thing you’ve ever seen in a museum?,,,,,,,,,,,,,,,,
what is your reaction to the trayvon martin case?,,,,,,,,,,,,,,,,
what can other schools learn — and copy — from your school?,,,,,,,,,,,,,,,,
what do you hope to be doing the year after you graduate from college?,,,,,,,,,,,,,,,,
what small things have you seen and taken note of today?,,,,,,,,,,,,,,,,
do you know how to code?,,,,,,,,,,,,,,,,
"what movies, shows or books do you wish had sequels, spinoffs or new episodes?",,,,,,,,,,,,,,,,
what would you do if you won the lottery?,,,,,,,,,,,,,,,,
do you want to write a book?,,,,,,,,,,,,,,,,
how do you celebrate spring?,,,,,,,,,,,,,,,,
do you spend too much time on smart phones playing ‘stupid games’?,,,,,,,,,,,,,,,,
how do you archive your life?,,,,,,,,,,,,,,,,
should couples live together before marriage?,,,,,,,,,,,,,,,,
what is your fantasy vacation?,,,,,,,,,,,,,,,,
is it ethical to eat meat?,,,,,,,,,,,,,,,,
what things did you create when you were a child?,,,,,,,,,,,,,,,,
when did you last have a great conversation?,,,,,,,,,,,,,,,,
why do you share photos?,,,,,,,,,,,,,,,,
what leader would you invite to speak at your school?,,,,,,,,,,,,,,,,
what have you and your family accomplished together?,,,,,,,,,,,,,,,,
is tv too white?,,,,,,,,,,,,,,,,
how necessary is a college education?,,,,,,,,,,,,,,,,
how much does your life in school intersect with your life outside school?,,,,,,,,,,,,,,,,
how important is keeping your cool?,,,,,,,,,,,,,,,,
do you prefer your tacos ‘authentic’ or ‘appropriated’?,,,,,,,,,,,,,,,,
what’s cluttering up your life?,,,,,,,,,,,,,,,,
when have you ever failed at something? what happened as a result?,,,,,,,,,,,,,,,,
what teacher do you appreciate?,,,,,,,,,,,,,,,,
do you prefer your children’s book characters obedient or contrary?,,,,,,,,,,,,,,,,
when should you feel guilty for killing zombies?,,,,,,,,,,,,,,,,
how should parents address internet pornography?,,,,,,,,,,,,,,,,
does mitt romney’s high school bullying matter?,,,,,,,,,,,,,,,,
"is tv stronger than ever, or becoming obsolete?",,,,,,,,,,,,,,,,
to replace human limbs with technology?,,,,,,,,,,,,,,,,
how far would you go for fashion?,,,,,,,,,,,,,,,,
how often do you interact with people of another race or ethnicity?,,,,,,,,,,,,,,,,
what would your fantasy road trip be like?,,,,,,,,,,,,,,,,
would you consider a nontraditional occupation?,,,,,,,,,,,,,,,,
how full is your glass?,,,,,,,,,,,,,,,,
what’s on your summer reading list?,,,,,,,,,,,,,,,,
what’s your comfort food?,,,,,,,,,,,,,,,,
what cuts should cash-strapped schools make?,,,,,,,,,,,,,,,,
when do you become an adult?,,,,,,,,,,,,,,,,
who would be the ideal celebrity neighbor?,,,,,,,,,,,,,,,,
how close are you to your parents?,,,,,,,,,,,,,,,,
how do you keep up with the news?,,,,,,,,,,,,,,,,
what advice would you give to somebody who just started dating?,,,,,,,,,,,,,,,,
what is your opinion about the morning-after pill?,,,,,,,,,,,,,,,,
do you have a job?,,,,,,,,,,,,,,,,
when should juvenile offenders receive life sentences?,,,,,,,,,,,,,,,,
what is your full name?,,,,,,,,,,,,,,,,
where and when were you born?,,,,,,,,,,,,,,,,
do you have any siblings? what are/were they like?,,,,,,,,,,,,,,,,
what is your occupation?,,,,,,,,,,,,,,,,
to which social class do you belong?,,,,,,,,,,,,,,,,
"do you have any allergies, diseases, or other physical weaknesses?",,,,,,,,,,,,,,,,
are you right- or left-handed?,,,,,,,,,,,,,,,,
what does your voice sound like?,,,,,,,,,,,,,,,,
what words and/or phrases do you use very frequently?,,,,,,,,,,,,,,,,
what do you have in your pockets?,,,,,,,,,,,,,,,,
"do you have any quirks, strange mannerisms, annoying habits, or other defining characteristics?",,,,,,,,,,,,,,,,
how would you describe your childhood in general?,,,,,,,,,,,,,,,,
what is your earliest memory?,,,,,,,,,,,,,,,,
how much schooling have you had?,,,,,,,,,,,,,,,,
did you enjoy school?,,,,,,,,,,,,,,,,
where did you learn most of your skills and other abilities?,,,,,,,,,,,,,,,,
"while growing up, how did you get along with the other members of your family?",,,,,,,,,,,,,,,,
"as a child, what did you want to be when you grew up?",,,,,,,,,,,,,,,,
"as a child, what were your favorite activities?",,,,,,,,,,,,,,,,
"as a child, what kinds of personality traits did you display?",,,,,,,,,,,,,,,,
"as a child, were you popular? who were your friends, and what were they like?",,,,,,,,,,,,,,,,
when and with whom was your first kiss?,,,,,,,,,,,,,,,,
"are you a virgin? if not, when and with whom did you lose your virginity?",,,,,,,,,,,,,,,,
what do you consider the most important event of your life so far?,,,,,,,,,,,,,,,,
who has had the most influence on you?,,,,,,,,,,,,,,,,
what do you consider your greatest achievement?,,,,,,,,,,,,,,,,
what is your greatest regret?,,,,,,,,,,,,,,,,
what is the most evil thing you have ever done?,,,,,,,,,,,,,,,,
do you have a criminal record of any kind?,,,,,,,,,,,,,,,,
when was the time you were the most frightened?,,,,,,,,,,,,,,,,
what is the most embarrassing thing ever to happen to you?,,,,,,,,,,,,,,,,
"if you could change one thing from your past, what would it be, and why?",,,,,,,,,,,,,,,,
what is your best memory?,,,,,,,,,,,,,,,,
what is your worst memory?,,,,,,,,,,,,,,,,
are you basically optimistic or pessimistic?,,,,,,,,,,,,,,,,
what is your greatest fear?,,,,,,,,,,,,,,,,
what are your religious views?,,,,,,,,,,,,,,,,
what are your political views?,,,,,,,,,,,,,,,,
what are your views on sex?,,,,,,,,,,,,,,,,
are you able to kill? under what circumstances do you find killing to be acceptable or unacceptable?,,,,,,,,,,,,,,,,
"in your opinion, what is the most evil thing any human being could do?",,,,,,,,,,,,,,,,
do you believe in the existence of soul mates and/or true love?,,,,,,,,,,,,,,,,
what do you believe makes a successful life?,,,,,,,,,,,,,,,,
"do you hide your true self from others, and in what way)?",,,,,,,,,,,,,,,,
do you have any biases or prejudices?,,,,,,,,,,,,,,,,
is there anything you absolutely refuse to do under any circumstances? why do you refuse to do it?,,,,,,,,,,,,,,,,
"who or what, if anything, would you die for (or otherwise go to extremes for)?",,,,,,,,,,,,,,,,
")? does your treatment of them change depending on how well you know them, and if so, how?",,,,,,,,,,,,,,,,
"who is the most important person in your life, and why?",,,,,,,,,,,,,,,,
"who is the person you respect the most, and why?",,,,,,,,,,,,,,,,
what do you look for in a potential lover?,,,,,,,,,,,,,,,,
how close are you to your family?,,,,,,,,,,,,,,,,
"if not, do you want to? why or why not?",,,,,,,,,,,,,,,,
who would you turn to if you were in desperate need of help?,,,,,,,,,,,,,,,,
"do you trust anyone to protect you? who, and why?",,,,,,,,,,,,,,,,
"if you died or went missing, who would miss you?",,,,,,,,,,,,,,,,
"who is the person you despise the most, and why?",,,,,,,,,,,,,,,,
"do you tend to argue with people, or avoid conflict?",,,,,,,,,,,,,,,,
do you tend to take on leadership roles in social situations?,,,,,,,,,,,,,,,,
do you like interacting with large groups of people? why or why not?,,,,,,,,,,,,,,,,
do you care what others think of you?,,,,,,,,,,,,,,,,
what is/are your favorite hobbies and pastimes?,,,,,,,,,,,,,,,,
what is your most treasured possession?,,,,,,,,,,,,,,,,
what is your favorite color?,,,,,,,,,,,,,,,,
what is your favorite food?,,,,,,,,,,,,,,,,
"what, if anything, do you like to read?",,,,,,,,,,,,,,,,
"do you smoke, drink, or use drugs? if so, why? do you want to quit?",,,,,,,,,,,,,,,,
how do you spend a typical saturday night?,,,,,,,,,,,,,,,,
what makes you laugh?,,,,,,,,,,,,,,,,
"what, if anything, shocks or offends you?",,,,,,,,,,,,,,,,
what would you do if you had insomnia and had to find something to do to amuse yourself?,,,,,,,,,,,,,,,,
how do you deal with stress?,,,,,,,,,,,,,,,,
"are you spontaneous, or do you always need to have a plan?",,,,,,,,,,,,,,,,
what are your pet peeves?,,,,,,,,,,,,,,,,
how do you feel when this routine is disrupted?,,,,,,,,,,,,,,,,
what is your greatest strength as a person?,,,,,,,,,,,,,,,,
what is your greatest weakness?,,,,,,,,,,,,,,,,
"if you could change one thing about yourself, what would it be?",,,,,,,,,,,,,,,,
are you generally introverted or extroverted?,,,,,,,,,,,,,,,,
are you generally organized or messy?,,,,,,,,,,,,,,,,
do you like yourself?,,,,,,,,,,,,,,,,
what goal do you most want to accomplish in your lifetime?,,,,,,,,,,,,,,,,
where do you see yourself in 5 years?,,,,,,,,,,,,,,,,
"if you could choose, how would you want to die?",,,,,,,,,,,,,,,,
what is the one thing for which you would most like to be remembered after your death?,,,,,,,,,,,,,,,,
what three words best describe your personality?,,,,,,,,,,,,,,,,
what three words would others probably use to describe you?,,,,,,,,,,,,,,,,
how far in advance do i need to book with you?,,,,,,,,,,,,,,,,
how long have you been in business?,,,,,,,,,,,,,,,,
how many weddings have you shot? have you done many that were similar to mine in size and style?,,,,,,,,,,,,,,,,
what do you think distinguishes your work from that of other photographers?,,,,,,,,,,,,,,,,
"do you have a portfolio i can review? are all of the images yours, and is the work recent?",,,,,,,,,,,,,,,,
what type of equipment do you use?,,,,,,,,,,,,,,,,
can i give you a list of specific shots we would like?,,,,,,,,,,,,,,,,
can you put together a slideshow of the engagement session (along with other photos the couple provides) and show it during the cocktail hour? what about an “instant” slideshow of the ceremony?,,,,,,,,,,,,,,,,
what information do you need from me before the wedding day?,,,,,,,,,,,,,,,,
the shoot,,,,,,,,,,,,,,,,
do you have backup equipment? what about a backup plan if you (or my scheduled photographer) are unable to shoot my wedding for some reason?,,,,,,,,,,,,,,,,
"if my wedding site is out of your area, do you charge a travel fee and what does that cover?",,,,,,,,,,,,,,,,
is it okay if other people take photos while you’re taking photos?,,,,,,,,,,,,,,,,
what time will you arrive at the site and for how long will you shoot?,,,,,,,,,,,,,,,,
"if my event lasts longer than expected, will you stay? is there an additional charge?",,,,,,,,,,,,,,,,
"packages, proofs and prints",,,,,,,,,,,,,,,,
what packages do you offer?,,,,,,,,,,,,,,,,
can i customize a package based on my needs?,,,,,,,,,,,,,,,,
do you include engagement photos in your packages?,,,,,,,,,,,,,,,,
what type of album designs do you offer? do you provide any assistance in creating an album?,,,,,,,,,,,,,,,,
"do you provide retouching, color adjustment or other corrective services?",,,,,,,,,,,,,,,,
how long after the wedding will i get the proofs? will they be viewable online? on a cd?,,,,,,,,,,,,,,,,
what is the ordering process?,,,,,,,,,,,,,,,,
how long after i order my photos/album will i get them?,,,,,,,,,,,,,,,,
"will you give me the negatives or the digital images, and is there a fee for that?",,,,,,,,,,,,,,,,
when will i receive a written contract? tip: don’t book a photographer—or any vendor—who,,,,,,,,,,,,,,,,
how much of a deposit do you require and when is it due? do you offer a payment plan?,,,,,,,,,,,,,,,,
what is your refund/cancellation policy?,,,,,,,,,,,,,,,,
do you have liability insurance?,,,,,,,,,,,,,,,,
do i feel a connection with this photographer as well as his/her photos? are our personalities a good match?,,,,,,,,,,,,,,,,
am i comfortable with this person’s work and communication style?,,,,,,,,,,,,,,,,
has this photographer listened well and addressed all my concerns?,,,,,,,,,,,,,,,,
do you have my wedding date open?,,,,,,,,,,,,,,,,
how do you price your cakes? by the slice? does the cost vary depending on the design and flavors i choose?,,,,,,,,,,,,,,,,
what is your minimum per-person cake cost?,,,,,,,,,,,,,,,,
what recommendations can you give me to maximize my budget?,,,,,,,,,,,,,,,,
do you have a “menu” of cakes and prices that i can take with me?,,,,,,,,,,,,,,,,
"what are the fees for delivery and setup of the cake? do you decorate the cake table, too?",,,,,,,,,,,,,,,,
what do you do if the cake gets damaged in transit to or at my reception site?,,,,,,,,,,,,,,,,
? what are the fees?,,,,,,,,,,,,,,,,
how far in advance should i order my cake?,,,,,,,,,,,,,,,,
how much is the deposit and when is it due?,,,,,,,,,,,,,,,,
when is the final payment due?,,,,,,,,,,,,,,,,
are there any additional fees that i should be aware of?,,,,,,,,,,,,,,,,
what is your refund policy if for some reason i need to cancel my order? what if i’m not happy with the cake?,,,,,,,,,,,,,,,,
when can i expect to receive my contract from you?,,,,,,,,,,,,,,,,
background check,,,,,,,,,,,,,,,,
how long have you been in business? are you licensed and insured?,,,,,,,,,,,,,,,,
how many weddings have you done?,,,,,,,,,,,,,,,,
where did you receive your training?,,,,,,,,,,,,,,,,
